"taxon","bm_stringy","bm_iron","bm_multi","variety","has_subsp","TAS","taxon.sans.subsp","section","subgenus","subgenus.infered","section.full","subgenus.full","animal","water_logging_tolerance_.1_month..6_months.1.6_months","water_logging_tolerance_.1_month.1.6_months","water_logging_tolerance_not_applicable","lp_deciduous","pgf_tree","pgf_shrub","pgf_treelet","pgf_multi","fc_seeding","ls_500plus","fr_resprouts","rs_epicormic","rs_lignotuber","rs_none","rs_multi","inund_tol","wl_tol","bm_box","bm_gum","bm_ribbon","bm_stocking","genome_size","plant_height","leaf_area","leaf_dry_mass","leaf_delta13C","leaf_N_per_dry_mass","leaf_C_per_dry_mass","leaf_length","leaf_width","SLA","seed_mass","vein_density","vein_angle_secondary","wood_density","SLA.log","plant_height.log","leaf_width.log","leaf_length.log","leaf_area.log","leaf_dry_mass.log","seed_mass.log","num_occ","eoo_km2","aoo_km2","eoo_centroid_lon","eoo_centroid_lat","bio1_min","bio1_max","bio1_02","bio1_98","bio1_05","bio1_95","bio1_10","bio1_90","bio5_min","bio5_max","bio5_02","bio5_98","bio5_05","bio5_95","bio5_10","bio5_90","bio6_min","bio6_max","bio6_02","bio6_98","bio6_05","bio6_95","bio6_10","bio6_90","bio10_min","bio10_max","bio10_02","bio10_98","bio10_05","bio10_95","bio10_10","bio10_90","bio12_min","bio12_max","bio12_02","bio12_98","bio12_05","bio12_95","bio12_10","bio12_90","bio14_min","bio14_max","bio14_02","bio14_98","bio14_05","bio14_95","bio14_10","bio14_90","bio17_min","bio17_max","bio17_02","bio17_98","bio17_05","bio17_95","bio17_10","bio17_90","BDW_min","BDW_max","BDW_02","BDW_98","BDW_05","BDW_95","BDW_10","BDW_90","CLY_min","CLY_max","CLY_02","CLY_98","CLY_05","CLY_95","CLY_10","CLY_90","DER_min","DER_max","DER_02","DER_98","DER_05","DER_95","DER_10","DER_90","pHc_min","pHc_max","pHc_02","pHc_98","pHc_05","pHc_95","pHc_10","pHc_90","PTO_min","PTO_max","PTO_02","PTO_98","PTO_05","PTO_95","PTO_10","PTO_90","SLT_min","SLT_max","SLT_02","SLT_98","SLT_05","SLT_95","SLT_10","SLT_90","SND_min","SND_max","SND_02","SND_98","SND_05","SND_95","SND_10","SND_90","aridity_min","aridity_max","aridity_02","aridity_98","aridity_05","aridity_95","aridity_10","aridity_90","bio1_b90","bio10_b90","bio12_b90","bio14_b90","aridity_b90","PTO_b90","aridity_05.log","aridity_95.log","bio12_b90.log","bio12_05.log","bio14_05.log","bio14_b90.log","aridity_b90.log","aridity_b90.sqrt","DER_95.log","PTO_05.log","PTO_b90.log","aridity_02.log","aridity_98.log","se.leaf_area","se.leaf_delta13C","se.leaf_N_per_dry_mass","se.specific_leaf_area","se.wood_density","se.seed_mass","se.seed_length","se.seed_width","se.leaf_N_per_area","se.leaf_length","se.leaf_width","se.plant_height","se.leaf_dry_mass","se.leaf_C_per_dry_mass","se.germination","se.genome_size","se.vein_angle_secondary","se.vein_density"
"Eucalyptus_longicornis",0,0,0,0,0,0,"Eucalyptus_longicornis","Bisectae","Symphyomyrtus",0,"Bisectae","Symphyomyrtus","Eucalyptus_longicornis",NA,NA,NA,0,1,0,0,0,1,NA,1,1,1,0,1,NA,NA,0,0,0,0,1.267743514,25,632.693,201.4941176,-26.47454545,12.52845455,527.0786364,95,10.5,3.178921787,2.0476,NA,NA,0.935748074,1.156542079,3.218875825,2.351375257,4.553876892,6.449985312,5.305760188,0.716668376,223,335124.1186,748,119.6229248,-31.37010522,15,22,15,20,16,19,16,19,22,37,28,35.56,28,35,29,34,5,11,5,7,5,7,5,7,19,30,20,28,20,27,21,27,242,584,279.44,514.16,295.1,434.7,304,402.6,7,25,9,22,10,22,10,21,26,89,37.44,79,38,76,40,73.8,1.404045264,1.596051256,1.410929825,1.550794168,1.43763824,1.540888008,1.454762626,1.531867941,4.501199325,29.43602975,8.627901926,26.93576571,11.29049665,24.64406775,12.7037927,22.56317183,0.380595326,37.86183167,1.010283206,33.35540001,4.487247443,31.32943058,5.298095798,24.52010326,5.036295573,7.200191339,5.128706268,6.796695283,5.287553616,6.604254977,5.392224367,6.494388239,0.007338551,0.032378396,0.00848234,0.022282809,0.008921813,0.020826456,0.009295316,0.018186114,0.993252645,9.922852198,2.122601734,8.932435948,2.707530167,8.409003838,3.245197278,7.416617298,58.22828674,93.2534701,60.7778403,86.77254011,64.22700485,83.44205519,66.43585796,81.65905838,0.083899997,0.29519999,0.103423999,0.232054,0.108455002,0.226175,0.115719998,0.210330001,3,7,139.6,12,0.117719998,0.011904643,-2.221419921,-1.486446244,4.945918979,5.687314282,2.397895273,2.564949357,0.111290894,0.34310348,3.44455793,-4.719256136,-4.43082676,-2.268918245,-1.460785176,36.4602163897923,0.293574719113345,0.325899353220825,0.0549415996959959,0.013055179703311,1.5524,0.4,NA,NA,35,4.5,NA,12.926277276453,2.46580622357707,NA,NA,NA,NA
"Eucalyptus_longifolia",0,0,0,0,0,0,"Eucalyptus_longifolia","Other","Symphyomyrtus",0,"Incognitae","Symphyomyrtus","Eucalyptus_longifolia",0,0,0,0,1,0,0,0,NA,0,1,1,1,0,1,1,1,1,0,0,0,1.157283289,27.22233333,4656.85,895.5,NA,NA,NA,172.5,21,5.202463842,0.365773333,NA,NA,0.879,1.649132329,3.304037715,3.044522438,5.150397236,8.446094533,6.797382222,-1.005741445,142,92047.69442,456,150.1345184,-34.66919061,13,18,13.82,18,14.05,17.95,15,17,20,30,21,28,22,27.95,22,27,3,12,3.82,11,4.05,10,5,10,18,23,19,23,19,23,19,22.9,590,1221,709,1197,776.1,1184,788.3,1168,36,70,36,68.18,37,67,38,65,122,243,137,234.18,139,225.95,144,215,1.136714995,1.443460544,1.184139222,1.425442789,1.212325629,1.414421574,1.246336718,1.393895467,9.537431399,35.29726346,11.43459993,31.49325919,12.28341103,28.19706497,13.67133671,24.25584113,0.737997472,18.58179855,0.914383509,17.07249886,1.002423167,13.28129482,1.087609649,11.70673389,4.022797823,5.8027939,4.125171839,5.143878835,4.230735811,4.920971457,4.288835462,4.813560772,0.017219783,0.063065398,0.017894166,0.04140603,0.019216958,0.040018158,0.020080162,0.035079755,6.756533861,21.52709929,8.317921073,20.62917135,9.821605301,18.15221856,10.81313575,17.65962982,43.18072446,72.96775055,45.48600128,72.1999884,48.03299433,66.36064555,49.10870654,63.47357203,0.394199997,0.831499994,0.519805993,0.816682016,0.531965005,0.814599991,0.562980008,0.801900017,3.9,4,407.9,30,0.282634985,0.0208012,-0.631177571,-0.205058095,6.013470627,6.654281378,3.63758616,3.433987204,0.248916544,0.531634259,2.586356641,-3.951962138,-3.872744621,-0.654299627,-0.202505469,33.0499999999997,NA,NA,0.0897417214999998,0.00800000000000001,0.0738221760036414,0.5,NA,NA,44.7911821679223,5.95818764390649,7.77766666666667,21.8,NA,NA,NA,NA,NA
"Eucalyptus_longirostrata",0,0,0,0,0,0,"Eucalyptus_longirostrata","Other","Symphyomyrtus",0,"Pumilio","Symphyomyrtus","Eucalyptus_longirostrata",NA,NA,NA,NA,1,0,0,0,NA,NA,1,1,1,0,1,NA,NA,0,0,0,0,1.224007561,30,1909.799,NA,NA,NA,NA,130,24,11.1792,0.6776,NA,NA,NA,2.414054909,3.401197382,3.17805383,4.86753445,7.55475328,NA,-0.389198136,172,117866.3623,516,150.4967455,-25.55632918,16,23,17,21,17,21,18,21,27,33,27,32,28,32,28,32,5,13,5.42,11.58,6,10,6,9,21,27,22,26.58,22,26,23,26,631,1216,634.26,1085.64,642,1038.45,649.1,980.1,22,46,22,41.58,23.55,41,25,36,68,144,68.42,131.74,74.1,126.9,81.1,116.9,1.160667976,1.466711064,1.211501261,1.463846399,1.242888813,1.452529252,1.274183546,1.43449888,15.86558263,52.62454605,16.66800999,43.77219817,18.008425,40.75086718,19.4189292,35.44804424,0.868642271,48.26768875,0.947574513,42.10447861,1.252892035,38.39930344,1.867583406,16.28015423,4.573137442,6.769409657,4.724347479,6.481297485,4.800165311,6.363139518,4.873282599,5.905420454,0.013862841,0.086654863,0.018111294,0.067814017,0.019829418,0.06189354,0.023357537,0.055654979,8.756770929,21.69683647,10.32186738,19.0923653,10.93418046,18.70637841,11.43224543,18.04057258,20.69895395,71.57734299,33.3691857,69.20868546,39.26328723,65.29369081,43.67113374,62.86540947,0.317299992,0.663600028,0.320083994,0.62544402,0.321410002,0.60245001,0.327029994,0.569820023,4,4,396.45,17.45,0.281040008,0.042064122,-1.135037707,-0.506750588,5.98506914,6.464588304,3.200711854,2.91506437,0.247672255,0.530132067,3.64803932,-3.920588701,-3.168560103,-1.139171836,-0.469293449,127.677058570755,NA,NA,0.230400557001642,NA,NA,0.5,NA,NA,50,11,NA,NA,NA,NA,NA,NA,NA
"Eucalyptus_loxophleba_loxophleba",0,0,0,0,0,0,"Eucalyptus_loxophleba","Glandulosae","Symphyomyrtus",0,"Glandulosae","Symphyomyrtus","Eucalyptus_loxophleba_loxophleba",NA,NA,NA,NA,1,0,0,0,NA,NA,1,1,1,0,1,NA,NA,0,0,0,0,1.316725979,15,1341.333333,415.3333333,-27.16666667,13.63333333,523.3333333,112.5,20,3.303963333,0.70322,NA,NA,NA,1.195122758,2.708050201,2.995732274,4.722953222,7.201419423,6.029081411,-0.352085492,320,156370.2324,1104,116.8291527,-31.0336495,15,22,15,20,15,20,16,20,25,38,26,36,27,35,29,34,5,12,5,11,5,10,5,8.1,19,29,20,28,20,27,22,27,264,736,304.28,642.24,322,568.05,331,517,4,21,5.38,16.62,6,14,8,13,19,69,22,59.62,25,53,29,49,1.338638961,1.616133312,1.417874473,1.565141477,1.440809238,1.548369887,1.457903441,1.535105143,1.534909825,30.29790592,3.957326611,23.36915317,5.477980125,22.1425007,7.603972689,20.8508619,0.361048728,54.25011444,0.423092831,41.95643616,0.853367406,37.2077013,1.587734485,28.68971062,4.926423311,7.229721864,5.042717071,6.608374949,5.10563821,6.468519354,5.161253651,6.22551829,0.007525832,0.026022491,0.008433896,0.022526201,0.009151573,0.020018218,0.009885627,0.018493698,0.372342959,7.16899848,0.953527467,6.313734541,1.245274744,5.540461302,1.985995702,5.338643972,57.66896248,97.10915629,65.88748542,94.74046326,68.31175995,91.46709805,70.04135997,87.08161214,0.119900003,0.324699998,0.132751997,0.301085995,0.140494995,0.262310013,0.143880007,0.246409997,5,7,246.05,8,0.121815018,0.010866645,-1.962583415,-1.338228218,5.509590745,5.774551546,1.945910149,2.197224577,0.114947926,0.349020083,3.616515764,-4.693829535,-4.52205729,-2.019272576,-1.200359357,95.6753770715213,0.358995512197266,0.536449231314369,0.313372518489488,NA,0.335699912223204,0.4,NA,NA,42.5,10,NA,56.9980506489281,0.566666666666644,0.00683130051063974,NA,NA,NA
"Eucalyptus_lucasii",0,0,0,0,0,0,"Eucalyptus_lucasii","Adnataria","Symphyomyrtus",0,"Adnataria","Symphyomyrtus","Eucalyptus_lucasii",NA,NA,NA,NA,1,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.285359801,10,1612.413833,531.9027778,-26.20818182,15.65454545,518.93,112.5,20,3.324922723,2.427733333,NA,NA,0.95,1.201446433,2.302585093,2.995732274,4.722953222,7.385487611,6.276460724,0.886958037,299,721737.4092,884,121.781173,-26.31561728,19,26,20,26,20,24.1,20,23,33,40,35,40,35,39,35,38,4,11,5,10,5,9.1,5,8,26,33,27,33,27,32.1,28,31,221,474,231,453.84,244.9,424,251,373,2,12,2,11,3,10,3,9.2,10,50,12,41,12,40,13,38,1.376812895,1.679416577,1.444470343,1.649305185,1.461527409,1.607231013,1.474533089,1.562405562,8.255275329,26.2146136,10.89611952,23.9736709,11.28288368,23.56754367,13.84344451,22.88372453,0.403281212,60.04158783,0.540892065,49.57046509,0.741083789,36.90943909,2.302654052,30.06635284,5.042404175,6.330715418,5.208696823,6.205824401,5.259783395,6.172135592,5.364740705,6.053687,0.010556376,0.050431941,0.012065441,0.035626109,0.013064986,0.029398023,0.014102462,0.024117345,2.427229881,9.000202974,2.925995814,8.212414347,3.496129549,8.01666077,3.776541956,7.3911822,63.72524707,86.3125089,67.70272319,84.72787938,69.46951065,83.77356745,70.4409256,81.1133049,0.067400001,0.156000003,0.068879997,0.142199993,0.070100002,0.135070004,0.071099997,0.110639998,4.1,5.1,179.1,7,0.064970002,0.016333038,-2.657832457,-2.00196209,5.193512252,5.500849964,1.386294361,2.079441542,0.062946631,0.254892137,3.60846732,-4.33781947,-4.114565369,-2.675389462,-1.950520811,174.712799579717,0.331935969131557,0.629193370531398,0.157881504034096,NA,1.08961195131315,0.6,NA,NA,37.5,10,NA,84.8954999850573,2.71506292130895,NA,NA,NA,NA
"Eucalyptus_lucens",0,0,0,0,0,0,"Eucalyptus_lucens","Adnataria","Symphyomyrtus",0,"Adnataria","Symphyomyrtus","Eucalyptus_lucens",NA,NA,NA,NA,1,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.277120316,5,673.6,164.266667,-26.65,15.4,NA,96.5,14.5,3.888886774,0.1832,NA,NA,NA,1.35812294,1.609437912,2.674148649,4.569543008,6.512636463,5.101491126,-1.697176827,60,22045.17851,144,132.9168394,-24.5003183,19,23,19.18,23,20,22.05,20,22,33,38,33.18,37.82,34,37,34,36,3,6,4,6,4,6,4,6,26,31,27,30.82,27,30,27,30,230,387,235.58,385,264.8,385,290.7,376.3,4,7,4.18,7,5,7,5,7,24,35,24,35,24,35,24,35,1.322418928,1.533848127,1.325564638,1.523222229,1.333412088,1.516312282,1.338188128,1.510346764,8.074226618,26.05013307,8.569449288,24.47726227,8.870913815,19.84741783,9.271232073,18.91962318,0.488503546,35.81823349,0.602908357,33.96186172,0.78053782,26.41067553,0.946375096,4.751067686,5.379733404,6.118893941,5.385898093,6.077611995,5.400107666,6.032051297,5.442077899,5.982340002,0.011967533,0.028831357,0.011999167,0.026137262,0.012788013,0.025124767,0.013465152,0.023317801,2.339210192,9.664965153,2.513577765,9.002425057,2.73494752,8.290336156,3.055803549,8.102977173,68.08111445,89.05309041,68.46993284,88.77989642,70.29643599,87.87616622,73.45268758,85.48001734,0.080600001,0.150299996,0.081086001,0.142910006,0.092229997,0.138400003,0.099100001,0.13479,2.05,3,120.2,2,0.046170006,0.012336755,-2.38346985,-1.977607212,4.797442074,5.578974824,1.791759469,1.098612289,0.045135882,0.214872069,3.273768304,-4.359247057,-4.395172287,-2.512244947,-1.945540176,14.2,NA,NA,0.215798146418235,NA,NA,0.5,NA,NA,43.5,6.5,NA,5.60000000000001,NA,NA,NA,NA,NA
"Eucalyptus_luculenta",0,0,0,0,0,0,"Eucalyptus_luculenta","Bisectae","Symphyomyrtus",0,"Bisectae","Symphyomyrtus","Eucalyptus_luculenta",NA,NA,NA,NA,1,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.270853778,5,NA,NA,NA,NA,NA,110,30,NA,0.287395,NA,NA,NA,NA,1.609437912,3.401197382,4.700480366,NA,NA,-1.246897703,18,4692.490778,72,123.216896,-33.43945281,16,16,16,16,16,16,16,16,22,29,22.68,29,23.7,29,25.4,29,7,11,7,10.32,7,9.3,7,8.3,19,21,19.34,21,19.85,21,20,21,375,584,379.76,553.4,386.9,507.5,391.1,491.9,20,29,20.68,28.32,21.7,27.3,22.7,26.3,81,103,81,100.62,81,97.05,81,93.9,1.389565011,1.484447598,1.396640804,1.480019816,1.407254493,1.473378142,1.42196695,1.469389729,10.16792409,39.46623993,11.60917164,38.34530477,13.77104298,36.66390203,16.66397263,33.68329341,1.422903776,35.991436,2.838909101,35.46623703,4.962917089,34.67843857,9.67689724,34.05572815,5.894343932,6.777204672,5.978723129,6.769378109,6.105291923,6.757638264,6.170028528,6.695937284,0.012637668,0.030736887,0.01289964,0.030051188,0.013292599,0.02902264,0.014284134,0.028372874,1.670223276,7.29308327,1.709400045,6.619773334,1.768165199,5.609808429,2.455905883,5.176088508,49.27011172,88.45978292,49.87459435,87.13628479,50.78131828,85.1510376,51.53584455,79.62540003,0.196899995,0.290899992,0.197667999,0.283923998,0.198820004,0.273460007,0.200920007,0.262620008,0,1.15,120.6,5.6,0.074640003,0.015730041,-1.615355367,-1.296599896,4.80073697,5.958166262,3.122364924,1.887069649,0.071985724,0.273203226,3.546118127,-4.320547869,-4.152182929,-1.621166428,-1.259048689,NA,NA,NA,NA,NA,NA,0.308922859842604,NA,NA,50,15,NA,NA,NA,NA,NA,NA,NA
"Eucalyptus_luehmanniana",0,0,0,0,0,0,"Eucalyptus_luehmanniana","Eucalyptus","Eucalyptus",0,"Eucalyptus","Eucalyptus","Eucalyptus_luehmanniana",NA,NA,NA,0,1,1,1,1,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.180492252,5.25,NA,NA,NA,NA,NA,155,31.25,NA,5.006,NA,NA,NA,NA,1.658228077,3.442019376,5.043425117,NA,NA,1.610637193,92,2162.866768,220,151.0916866,-33.83704719,15,18,16,18,16,18,16,18,23,27,24,26,24,25,24,25,6,11,7,11,7.55,10,8,10,20,22,21,22,21,22,21,22,946,1302,1010.74,1299,1048.2,1298,1105.3,1284,55,72,59.82,69.36,60.55,69,61.1,69,177,235,187.1,234,193.1,233,199.2,230,1.076848845,1.400289297,1.12441726,1.370584644,1.156119604,1.354510757,1.183385372,1.331435575,12.22517538,35.32064883,12.34092267,30.6815545,12.95582527,27.17989791,14.23165642,23.04189746,0.848692894,6.079388618,0.909857737,5.568109055,0.954678729,5.509777713,0.995494711,4.684787464,4.154391766,4.615206877,4.250827953,4.582976484,4.267541695,4.573020029,4.307382933,4.484122817,0.014983077,0.046343667,0.016537232,0.04316738,0.017686156,0.040204452,0.019870941,0.031893082,10.59876569,21.60966333,12.49124193,21.23316031,13.87256833,20.88223875,14.3954367,20.40325944,42.07192039,68.08042272,42.07192039,64.77045095,45.61624368,61.47818635,47.64233189,60.00752748,0.700600028,1.02699995,0.704100013,0.970440006,0.750049978,0.940250009,0.787999988,0.931800008,2,1,249.8,8.45,0.190200031,0.022518296,-0.287615437,-0.061609472,5.524655809,6.954829686,4.119849853,2.246014742,0.174121386,0.436119285,1.70652428,-4.034973109,-3.793427143,-0.350834869,-0.030005696,NA,NA,NA,NA,NA,NA,0.5,NA,NA,22.1735578260835,6.57488909919146,1.10867789130417,NA,NA,0.0305505046330389,NA,NA,NA
"Eucalyptus_macarthurii",0,0,0,0,0,0,"Eucalyptus_macarthurii","Maidenaria","Symphyomyrtus",0,"Maidenaria","Symphyomyrtus","Eucalyptus_macarthurii",NA,NA,NA,0,1,0,0,0,NA,NA,1,1,1,0,1,NA,NA,0,0,0,0,1.164044944,31.111,NA,NA,NA,NA,NA,127.5,14.5,NA,2.2382,NA,NA,0.644,NA,3.437561454,2.674148649,4.848116365,NA,NA,0.805671971,71,90709.39121,156,148.0462894,-35.36098595,10,16,10.4,15.6,12,14,12,14,23,29,23,28.2,24,26.5,24,26,0,5,0.4,5,2,5,2,4,16,22,16.4,21.6,17,20,18,19,639,1098,662.6,1070.2,708.5,1066,720,1064,40,72,40.8,70,43.5,66.5,47,62,128,229,130,226.2,135.5,218,147,206,1.042227616,1.461553633,1.080202544,1.4535363,1.109092628,1.443293512,1.184750696,1.431362232,14.00362937,32.53847599,14.04780471,31.82492142,15.01403983,29.13531892,16.8971467,26.35653305,0.998967886,13.19919491,0.999733353,12.36727638,1.001540422,11.20688534,1.434165478,9.597800255,4.238676707,5.74101154,4.263248889,5.358020782,4.280995647,4.899430672,4.325499058,4.800270081,0.015292332,0.034484967,0.015807516,0.03124013,0.017827574,0.029284203,0.018398006,0.029000972,12.26305548,22.67829418,12.55359208,20.44325898,13.39763308,18.93812339,14.60361306,18.24013964,38.69031715,65.77364794,40.94680659,63.48948682,42.93442376,62.86527793,45.56609027,60.95616341,0.406699985,0.947600007,0.460039997,0.940599978,0.523400009,0.930399984,0.574400008,0.898400009,2,3,357.5,23,0.406999975,0.011456629,-0.647409272,-0.072140695,5.88192866,6.563150059,3.795489189,3.17805383,0.341459761,0.637965497,2.416528352,-4.027008927,-4.469186769,-0.776441843,-0.061237333,NA,NA,NA,NA,NA,0.615222918948896,0.35,NA,NA,24.9582985531199,3.79692858329817,8.889,NA,NA,NA,NA,NA,NA
"Eucalyptus_mackintii",1,0,0,0,0,0,"Eucalyptus_mackintii","Eucalyptus","Eucalyptus",0,"Eucalyptus","Eucalyptus","Eucalyptus_mackintii",0,0,1,NA,1,0,0,0,NA,0,1,1,1,0,1,0,0,0,0,0,0,1.12952464,30,3708.667,714.95,NA,NA,NA,158.3333333,35.66666667,5.190009886,NA,0.560850695,34.945,NA,1.646735602,3.401197382,3.574216546,5.064702515,8.218427792,6.57221261,NA,72,4480.347629,180,148.238531,-37.5470207,11,15,12,15,13,15,13,15,23,27,24,27,24,27,24,26.9,2,7,2,6.58,4,6,4,6,17,20,17.42,20,18.55,20,19,20,667,1000,712.02,993,739.95,981.35,774.2,973,46,71,47,70.58,48,69.45,50,69,144,217,156,215.58,164.55,211.8,168,210,1.15179948,1.407510022,1.164295162,1.387958405,1.226910897,1.36808576,1.257100268,1.354421854,12.36772394,23.92821916,13.30364415,23.23477615,14.05299668,21.76617241,14.4787127,21.66703688,1.074391842,42.87433243,1.439855676,36.78875427,1.549297661,32.87410574,1.627729261,27.21625481,4.335399866,4.861705621,4.354669596,4.80892357,4.387028531,4.783705942,4.413305442,4.675327452,0.016666233,0.055814686,0.017678801,0.038638365,0.018652271,0.036639961,0.019568753,0.032593128,8.58679835,17.25238927,8.984471842,15.93675634,9.624020441,14.75772745,10.50311947,14.10214367,47.3836263,73.06773631,48.38223661,69.13769831,50.30512877,67.81705481,51.60268637,66.86134605,0.487500012,0.797500014,0.523593998,0.751606011,0.528369987,0.745999992,0.559700012,0.744700015,2,1.45,241.4,21.45,0.217630005,0.01798769,-0.637958508,-0.29302969,5.490589254,6.606582616,3.891820298,3.111290614,0.19690635,0.466508312,3.492685288,-3.981787364,-4.018067633,-0.647038708,-0.285543014,27.3,NA,NA,0.100830392,NA,NA,0.75,NA,NA,41.8661889569349,10.9747184221029,0,19.15,NA,NA,NA,12.405,0.0235243055
"Eucalyptus_macrandra",0,0,0,0,0,0,"Eucalyptus_macrandra","Glandulosae","Symphyomyrtus",0,"Glandulosae","Symphyomyrtus","Eucalyptus_macrandra",NA,NA,NA,NA,1,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.153674833,4,2010.64575,454.2958333,-26.83,10.9,NA,88.5,20,4.311565906,0.6786667,3.2,32.79,NA,1.461301157,1.386294361,2.995732274,4.483002552,7.606211218,6.118748601,-0.387625141,93,71050.31948,200,119.4258602,-33.49323525,13,17,14,17,14,17,14,16,23,30,23,30,24,30,24,30,4,11,5,11,5,10,5,9.8,18,23,19,23,19,22,19,22,332,618,337.04,618,343,569.2,351.8,545,10,25,10,23.32,11,23,11,22,38,86,38,80.64,38,80,40,78,1.397272925,1.563360353,1.414382396,1.550691048,1.43890597,1.543666188,1.448372058,1.532443941,1.239873469,19.77660386,4.027343159,19.23597209,7.317128102,19.0660601,8.166706196,17.70034138,0.739800274,44.84426498,0.872962868,28.6352655,1.100833154,25.8615818,1.63171978,25.1971447,4.807842096,6.706068436,4.815942748,6.23377271,4.834561888,6.136385918,4.911218278,6.062700319,0.009022964,0.031749363,0.009384302,0.023622853,0.010003226,0.021562683,0.010653228,0.019857592,0.267316076,5.121976058,0.96521953,4.927486025,1.727244318,4.507032259,1.938203092,4.056910555,74.27336629,96.74374898,74.3725942,92.66327855,74.84936371,88.60927327,75.48795929,86.10544078,0.158399999,0.341399997,0.174400002,0.338712002,0.175300002,0.337099999,0.177759996,0.323360008,3,3,226.2,12,0.161799997,0.011559457,-1.741256475,-1.087375659,5.425830687,5.837730447,2.48490665,2.564949357,0.149970524,0.402243704,3.252758539,-4.60484766,-4.460251379,-1.746403756,-1.082605084,47.0041606462928,NA,NA,0.225082057059799,NA,NA,0.5,NA,NA,33.5,11,NA,15.2248340999217,NA,NA,NA,NA,NA
"Eucalyptus_macrocarpa_macrocarpa",0,0,0,0,0,0,"Eucalyptus_macrocarpa","Bisectae","Symphyomyrtus",0,"Bisectae","Symphyomyrtus","Eucalyptus_macrocarpa_macrocarpa",NA,NA,NA,NA,0,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.247591522,3,4299.75,1543.55,NA,NA,NA,102.5,60,2.785624048,4.2984,3.3,NA,NA,1.024471923,1.098612289,4.094344562,4.629862799,8.36631216,7.341840237,1.45824286,45,29582.00629,152,116.7392445,-31.76050728,16,19,16,19,16,19,16,18.6,29,34,29.88,33.12,30.2,33,31,33,5,9,5,8.12,5,8,5,8,22,26,22.88,26,23,26,23,26,348,738,348,708.96,354,665,356.8,584.2,8,13,8,12.12,8,12,9,12,31,51,31,49.24,32,49,32.4,48,1.425175329,1.56055824,1.431647357,1.56055824,1.437937987,1.559802341,1.461574841,1.555299803,2.849466205,17.90459236,2.91206389,17.70987118,3.287259531,17.21476409,4.966573985,15.31543163,0.407230526,36.76776886,1.419860743,31.00680588,1.632259512,15.27484455,2.229177713,13.15453587,4.759158691,5.895553112,4.813988187,5.875216738,4.938235696,5.770902379,5.073891687,5.702717463,0.009054825,0.027216171,0.009997151,0.020299864,0.01016831,0.017380754,0.010349507,0.016900205,0.693098962,5.170082649,0.70722389,5.053722623,0.799979009,4.835803954,1.238585254,3.783820748,71.18869909,95.32918421,71.18869909,95.13131872,72.96714503,94.26026993,76.63587799,91.6907491,0.152799994,0.340000004,0.152799994,0.328911999,0.158719999,0.306800008,0.162760001,0.273880011,3,3,311,4,0.148080009,0.007212444,-1.840613644,-1.181559184,5.743003188,5.869296913,2.197224577,1.609437912,0.13809099,0.384811654,2.726207328,-4.58847923,-4.931947426,-1.878625442,-1.111965044,0,NA,NA,0,NA,NA,1.5,NA,NA,32.5,25,NA,0,NA,NA,NA,NA,NA
